Man,Senior,Just loans,Yes,Heterosexual,White,"Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat disapprove,No opinion,I will abstain.,They were a strong factor in my decision.,This question does not apply to me.,2300-2390,,Somewhat comfortable,Somewhat agree,"Events and info sessions, The Job and Internship Board",Somewhat accurately,Somewhat agree
Woman,First-year,None,Yes,Heterosexual,White,Social sciences,No,No,Domestic,Somewhat approve,Somewhat approve,Hillary Clinton,"I looked at college rankings, but they did not factor into my decision.",This question does not apply to me.,,34,Somewhat uncomfortable,I am not familiar enough to answer.,The CareerLAB website,Somewhat accurately,Strongly disagree
Man,Senior,None,No,Heterosexual,White,"Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat approve,Strongly disapprove,Hillary Clinton,I did not look at college rankings.,This question does not apply to me.,2200-2290,,Very comfortable,Somewhat agree,"Resume and cover letter assistance, The Job and Internship Board, BrownConnect",No opinion,Strongly agree
Man,Sophomore,None,No,Heterosexual,White,Humanities/arts,Yes,No,Domestic,No opinion,Somewhat approve,Hillary Clinton,I did not look at college rankings.,This question does not apply to me.,2300-2390,,Somewhat comfortable,Somewhat agree,Events and info sessions,Somewhat accurately,Somewhat disagree
Man,Sophomore,,No,Heterosexual,Asian,"Physical sciences (incl. math, CS), Social sciences",No,No,International,No opinion,No opinion,I am not eligible to vote.,They were a strong factor in my decision.,This question does not apply to me.,2200-2290,,Very comfortable,It has remained the same.,"Events and info sessions, The Job and Internship Board, BrownConnect, The CareerLAB website",Very accurately,No opinion
Man,Senior,Grants and loans,No,Heterosexual,White,"Physical sciences (incl. math, CS), Social sciences",No,No,Domestic,Somewhat approve,Somewhat disapprove,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2200-2290,,Very comfortable,I am not familiar enough to answer.,"Events and info sessions, Career counseling, The Job and Internship Board, BrownConnect",Somewhat accurately,Somewhat agree
Man,Senior,None,No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,International,Somewhat approve,Somewhat approve,I will abstain.,They were a minor factor in my decision.,This question does not apply to me.,2200-2290,,Very comfortable,Strongly agree,"The Job and Internship Board, BrownConnect",Somewhat inaccurately,No opinion
Man,Junior,Grants and loans,No,Heterosexual,Black,Humanities/arts,No,No,Domestic,Somewhat approve,No opinion,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,,<29,Somewhat comfortable,Strongly agree,"The Job and Internship Board, BrownConnect, The CareerLAB website",Somewhat accurately,Somewhat disagree
Man,First-year,Grants and loans,No,Gay,"White, Hispanic","Humanities/arts, Social sciences",No,No,Domestic,Somewhat approve,No opinion,Hillary Clinton,They were a strong factor in my decision.,This question does not apply to me.,2200-2290,,Very comfortable,I am not familiar enough to answer.,I do not use any services offered by CareerLAB.,Somewhat accurately,Somewhat disagree
Woman,First-year,Grants and loans,No,Bisexual,Black,Humanities/arts,No,No,Domestic,No opinion,No opinion,Hillary Clinton,They were a strong factor in my decision.,This question does not apply to me.,2100-2190,,Very uncomfortable,I am not familiar enough to answer.,I do not use any services offered by CareerLAB.,No opinion,Somewhat agree
Woman,Senior,"Grants, covering all costs",Yes,Heterosexual,White,"Physical sciences (incl. math, CS), Social sciences",No,No,Domestic,Somewhat approve,Somewhat approve,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2300-2390,,Somewhat comfortable,I am not familiar enough to answer.,"Events and info sessions, Career counseling, The Job and Internship Board, BrownConnect, The CareerLAB website",Somewhat accurately,Somewhat agree
Man,Sophomore,None,No,Gay,White,Humanities/arts,No,No,Domestic,Strongly approve,No opinion,,They were a strong factor in my decision.,This question does not apply to me.,2200-2290,,Somewhat comfortable,It has remained the same.,I do not use any services offered by CareerLAB.,No opinion,Strongly agree
Man,Sophomore,"Grants, covering some costs",No,Heterosexual,White,"Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat disapprove,No opinion,Hillary Clinton,"I looked at college rankings, but they did not factor into my decision.",This question does not apply to me.,2000-2090,,Somewhat comfortable,Strongly agree,Resume and cover letter assistance,Somewhat inaccurately,Somewhat disagree
Woman,Junior,None,No,Heterosexual,Asian,"Physical sciences (incl. math, CS), Social sciences",No,Yes,Domestic,Somewhat approve,Somewhat approve,Hillary Clinton,They were a strong factor in my decision.,This question does not apply to me.,2100-2190,,Somewhat comfortable,Strongly agree,"Drop-in hours, Events and info sessions, Resume and cover letter assistance, Career counseling, The Job and Internship Board, BrownConnect, The CareerLAB website",No opinion,No opinion
Man,First-year,None,No,Bisexual,Asian,Life sciences,No,Yes,International,Strongly approve,No opinion,I am not eligible to vote.,"I looked at college rankings, but they did not factor into my decision.",This question does not apply to me.,2200-2290,,Somewhat comfortable,I am not familiar enough to answer.,I do not use any services offered by CareerLAB.,Somewhat accurately,No opinion
Man,Junior,Grants and loans,No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,Domestic,No opinion,No opinion,Hillary Clinton,They were a strong factor in my decision.,This question does not apply to me.,2200-2290,34,Somewhat comfortable,It has remained the same.,"Events and info sessions, The Job and Internship Board, BrownConnect",No opinion,No opinion
Woman,Senior,None,No,Heterosexual,White,Social sciences,No,No,Domestic,Somewhat disapprove,No opinion,Hillary Clinton,They were a strong factor in my decision.,,2400,,Somewhat uncomfortable,,"Resume and cover letter assistance, The Job and Internship Board",No opinion,Somewhat disagree
Man,Sophomore,None,No,Heterosexual,White,"Physical sciences (incl. math, CS)",Yes,No,Domestic,Strongly approve,Strongly approve,Gary Johnson,They were a strong factor in my decision.,This question does not apply to me.,,33,Very comfortable,It has remained the same.,"Career counseling, BrownConnect",Somewhat inaccurately,No opinion
Woman,First-year,"Grants, covering all costs",No,Heterosexual,Black,Social sciences,No,Yes,Domestic,Somewhat disapprove,Strongly approve,I am not eligible to vote.,"I looked at college rankings, but they did not factor into my decision.",This question does not apply to me.,1800-1890,,Very comfortable,I am not familiar enough to answer.,I do not use any services offered by CareerLAB.,Somewhat accurately,Strongly disagree
Woman,First-year,None,No,Heterosexual,White,"Physical sciences (incl. math, CS)",No,No,Domestic,Strongly approve,Somewhat approve,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,,36,Somewhat comfortable,I am not familiar enough to answer.,I do not use any services offered by CareerLAB.,Somewhat accurately,No opinion
Man,Junior,Just loans,No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,Domestic,No opinion,Somewhat approve,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2300-2390,,Somewhat comfortable,Somewhat agree,I do not use any services offered by CareerLAB.,Somewhat accurately,Somewhat disagree
Woman,Sophomore,None,No,Heterosexual,White,Humanities/arts,Yes,No,Domestic,No opinion,Somewhat approve,Hillary Clinton,They were a strong factor in my decision.,This question does not apply to me.,2200-2290,,Very comfortable,I am not familiar enough to answer.,"Drop-in hours, Resume and cover letter assistance, The Job and Internship Board, The CareerLAB website",Somewhat accurately,No opinion
Man,Senior,Grants and loans,No,Gay,White,Life sciences,Yes,No,Domestic,Somewhat approve,Strongly approve,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2200-2290,,Somewhat uncomfortable,I am not familiar enough to answer.,Drop-in hours,Somewhat inaccurately,Somewhat disagree
Woman,First-year,"Grants, covering some costs",No,Heterosexual,White,"Life sciences, Physical sciences (incl. math, CS)",No,No,Domestic,No opinion,Somewhat approve,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2300-2390,,Very comfortable,I am not familiar enough to answer.,"Drop-in hours, Events and info sessions, The CareerLAB website",Somewhat accurately,Somewhat agree
Man,Junior,None,No,Heterosexual,Black,Life sciences,No,Yes,Domestic,Somewhat approve,Strongly approve,I am not eligible to vote.,I did not look at college rankings.,I am no longer interested in becoming a doctor.,,31,Somewhat comfortable,Somewhat agree,"Events and info sessions, Resume and cover letter assistance, BrownConnect, The CareerLAB website",Somewhat inaccurately,Somewhat agree
Woman,First-year,None,No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,Domestic,No opinion,No opinion,Hillary Clinton,I did not look at college rankings.,This question does not apply to me.,2200-2290,,Somewhat uncomfortable,I am not familiar enough to answer.,I do not use any services offered by CareerLAB.,Somewhat accurately,Somewhat agree
Man,Junior,Grants and loans,No,Heterosexual,Hispanic,"Physical sciences (incl. math, CS)",No,No,Domestic,Strongly approve,Somewhat approve,Hillary Clinton,"I looked at college rankings, but they did not factor into my decision.",,,31,Somewhat comfortable,I am not familiar enough to answer.,"The Job and Internship Board, BrownConnect",Somewhat accurately,Somewhat agree
Woman,First-year,"Grants, covering some costs",No,Other,Asian,"Humanities/arts, Life sciences, Social sciences",No,No,Domestic,No opinion,No opinion,Hillary Clinton,They were a strong factor in my decision.,This question does not apply to me.,2300-2390,,Somewhat comfortable,I am not familiar enough to answer.,I do not use any services offered by CareerLAB.,Somewhat accurately,Somewhat agree
Man,Sophomore,None,No,Heterosexual,White,"Humanities/arts, Social sciences",No,No,Domestic,Somewhat approve,Somewhat approve,Hillary Clinton,"I looked at college rankings, but they did not factor into my decision.",This question does not apply to me.,2300-2390,,Very comfortable,Somewhat agree,"The Job and Internship Board, BrownConnect, The CareerLAB website",Somewhat accurately,Somewhat agree
Woman,First-year,None,No,Bisexual,White,,No,No,Domestic,No opinion,No opinion,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2100-2190,,Somewhat comfortable,I am not familiar enough to answer.,I do not use any services offered by CareerLAB.,Somewhat accurately,Strongly agree
Woman,Junior,None,No,Heterosexual,Asian,Social sciences,No,No,International,No opinion,Somewhat approve,I am not eligible to vote.,They were a minor factor in my decision.,This question does not apply to me.,,,Somewhat comfortable,I am not familiar enough to answer.,,No opinion,Somewhat agree
